ID,SchoolCode,SchoolName,Address,City,StateCode,ZipCode,Province,Country,PostalCode
26306,E01386,MEDTECH COLLEGE - GREENWOOD,1500 AMERICAN WAY,GREENWOOD,IN,46143,,,
26307,E01389,ART INSTITUTE OF PHOENIX (THE) - BROWN M,1200 NORTH MERIDIAN STREET,INDIANAPOLIS,IN,46204,,,
26308,E01390,MEDVANCE INSTITUTE - WEST PALM,1630 - 1640 SOUTH CONGRESS AVENUE,PALM SPRINGS,FL,33461,,,
26309,E01393,FORTIS INSTITUTE - NASHVILLE,3354 PERIMETER HILL DRIVE,NASHVILLE,TN,37211,,,
26310,E01396,ATI CAREER TRAINING CENTER - ALBUQUERQUE,4575 SAN MATEO BOULEVARD,ALBUQUERQUE,NM,87109,,,
26311,E01397,FLAGLER COLLEGE - TALLAHASSEE COMMUNITY,444 APPLEYARD DRIVE,TALLAHASSEE,FL,32304,,,
26312,E01400,ATI CAREER TRAINING CENTER - GARLAND,3035 SOUTH SHILOH RD.,GARLAND,TX,75041,,,
26313,E01401,DORSEY BUSINESS SCHOOL - FARMINGTON HILL,33533 W. 12 MILE,FARMINGTON HILLS,MI,48334,,,
26314,E01403,UNIV OF DETROIT MERCY - DENTAL SCHOOL,2700 MARTIN LUTHER KING JR. BLVD.,DETROIT,MI,48208,,,
26315,E01410,ELAINE STEVEN BEAUTY COLLEGE - ADVANCE B,23 NORTHPORT PLAZA,HANNIBAL,MO,63401,,,
26316,E01434,VIRGINIA COLLEGE - MONTGOMERY,6200 ATLANTA HIGHWAY,MONTGOMERY,AL,36117,,,
26317,E01435,COMMONWEALTH OF PR DEPT OF EDUC - ITPR R,ROAD #2 KM 43.5,MANATI,PR,00701,,,
26318,E01445,ART INSTITUTE OF PHOENIX (THE) - BROWN M,3000 EAST COLISEUM BOULEVARD,FORT WAYNE,IN,46805,,,
26319,E01446,ART INSTITUTE OF PHOENIX (THE) - BROWN M,755 WHITE POND DRIVE,AKRON,OH,44320,,,
26320,E01451,ART INSTITUTE OF PHOENIX (THE) - BROWN M,2119 KIMBERLY ROAD,BETTENDORF,IA,52722,,,
26321,E01452,ART INSTITUTE OF PHOENIX (THE) - BROWN M,4001 FT. CAMPBELL BOULEVARD,HOPKINSVILLE,KY,42240,,,
26322,E01459,ROSS MEDICAL EDUCATION CENTER-SAGINAW,"4300 FASHION SQUARE BOULEVARD,",SAGINAW,MI,48603,,,
26323,E01460,ROSS MEDICAL EDUCATION CENTER-PORT HURON,3568 PINE GROVE AVENUE,PORT HURON,MI,48060,,,
26324,E01461,ROSS MEDICAL EDUCATION CENTER-ROOSEVELT,950 NORTON AVENUE,ROOSEVELT PARK,MI,49441,,,
26325,E01462,ROSS MEDICAL EDUCATION CENTER-ANN ARBOR,4741 WASHTENAW AVENUE,ANN ARBOR,MI,48108,,,
26326,E01463,ROSS MEDICAL EDUCATION CENTER - GRAND RA,3777 SPARKS DRIVE S.E.,GRAND RAPIDS,MI,49546,,,
